   Elapsed time	    ECG
       0:44.260	 -0.010
       0:44.270	 -0.045
       0:44.280	 -0.040
       0:44.290	 -0.040
       0:44.300	 -0.055
       0:44.310	 -0.070
       0:44.320	 -0.065
       0:44.330	 -0.075
       0:44.340	 -0.075
       0:44.350	 -0.070
       0:44.360	 -0.070
       0:44.370	 -0.075
       0:44.380	 -0.085
       0:44.390	 -0.075
       0:44.400	 -0.065
       0:44.410	 -0.085
       0:44.420	 -0.100
       0:44.430	 -0.080
       0:44.440	 -0.090
       0:44.450	 -0.085
       0:44.460	 -0.095
       0:44.470	 -0.100
       0:44.480	 -0.035
       0:44.490	  0.010
       0:44.500	  0.030
       0:44.510	  0.075
       0:44.520	  0.215
       0:44.530	  0.140
       0:44.540	  0.060
       0:44.550	  0.000
       0:44.560	 -0.035
       0:44.570	 -0.110
       0:44.580	 -0.180
       0:44.590	 -0.215
       0:44.600	 -0.180
       0:44.610	 -0.190
       0:44.620	 -0.240
       0:44.630	  0.040
       0:44.640	  0.715
       0:44.650	  1.285
       0:44.660	  0.810
       0:44.670	 -0.200
       0:44.680	 -0.755
       0:44.690	 -0.675
       0:44.700	 -0.360
       0:44.710	 -0.180
       0:44.720	 -0.160
       0:44.730	 -0.160
       0:44.740	 -0.145
       0:44.750	 -0.135
       0:44.760	 -0.115
       0:44.770	 -0.120
       0:44.780	 -0.100
       0:44.790	 -0.070
       0:44.800	 -0.055
       0:44.810	 -0.050
       0:44.820	  0.000
       0:44.830	  0.020
       0:44.840	  0.050
       0:44.850	  0.090
       0:44.860	  0.105
       0:44.870	  0.155
       0:44.880	  0.155
       0:44.890	  0.195
       0:44.900	  0.225
       0:44.910	  0.220
       0:44.920	  0.240
       0:44.930	  0.215
       0:44.940	  0.225
       0:44.950	  0.175
       0:44.960	  0.145
       0:44.970	  0.105
       0:44.980	  0.065
       0:44.990	  0.030
       0:45.000	 -0.015
       0:45.010	 -0.010
       0:45.020	 -0.015
       0:45.030	 -0.035
       0:45.040	 -0.005
       0:45.050	 -0.010
       0:45.060	 -0.025
       0:45.070	 -0.045
       0:45.080	 -0.020
       0:45.090	 -0.035
       0:45.100	 -0.050
       0:45.110	 -0.040
       0:45.120	 -0.055
       0:45.130	 -0.060
       0:45.140	 -0.075
       0:45.150	 -0.070
       0:45.160	 -0.085
       0:45.170	 -0.080
       0:45.180	 -0.090
       0:45.190	 -0.095
       0:45.200	 -0.090
       0:45.210	 -0.100
       0:45.220	 -0.085
       0:45.230	 -0.095
       0:45.240	 -0.090
       0:45.250	 -0.105
       0:45.260	 -0.105
       0:45.270	 -0.110
       0:45.280	 -0.120
       0:45.290	 -0.095
       0:45.300	 -0.055
       0:45.310	  0.005
       0:45.320	  0.020
       0:45.330	  0.055
       0:45.340	  0.170
       0:45.350	  0.145
       0:45.360	  0.045
       0:45.370	 -0.025
       0:45.380	 -0.040
       0:45.390	 -0.125
       0:45.400	 -0.195
       0:45.410	 -0.200
       0:45.420	 -0.210
       0:45.430	 -0.200
       0:45.440	 -0.250
       0:45.450	  0.025
       0:45.460	  0.720
       0:45.470	  1.365
       0:45.480	  0.965
       0:45.490	 -0.240
       0:45.500	 -0.765
       0:45.510	 -0.625
       0:45.520	 -0.340
       0:45.530	 -0.165
       0:45.540	 -0.160
       0:45.550	 -0.155
       0:45.560	 -0.145
       0:45.570	 -0.125
       0:45.580	 -0.130
       0:45.590	 -0.120
       0:45.600	 -0.085
       0:45.610	 -0.075
       0:45.620	 -0.055
       0:45.630	 -0.020
       0:45.640	  0.000
       0:45.650	  0.025
       0:45.660	  0.055
       0:45.670	  0.085
       0:45.680	  0.135
       0:45.690	  0.165
       0:45.700	  0.200
       0:45.710	  0.210
       0:45.720	  0.245
       0:45.730	  0.250
       0:45.740	  0.250
       0:45.750	  0.265
       0:45.760	  0.240
       0:45.770	  0.185
       0:45.780	  0.145
       0:45.790	  0.090
       0:45.800	  0.035
       0:45.810	  0.005
       0:45.820	 -0.010
       0:45.830	 -0.020
       0:45.840	 -0.025
       0:45.850	 -0.040
       0:45.860	 -0.045
       0:45.870	 -0.040
       0:45.880	 -0.035
       0:45.890	 -0.030
       0:45.900	 -0.025
       0:45.910	 -0.045
       0:45.920	 -0.045
       0:45.930	 -0.055
       0:45.940	 -0.055
       0:45.950	 -0.070
       0:45.960	 -0.070
       0:45.970	 -0.080
       0:45.980	 -0.070
       0:45.990	 -0.090
       0:46.000	 -0.100
       0:46.010	 -0.100
       0:46.020	 -0.095
       0:46.030	 -0.110
       0:46.040	 -0.100
       0:46.050	 -0.105
       0:46.060	 -0.095
       0:46.070	 -0.110
       0:46.080	 -0.115
       0:46.090	 -0.120
       0:46.100	 -0.105
       0:46.110	 -0.120
       0:46.120	 -0.090
       0:46.130	 -0.060
       0:46.140	  0.000
       0:46.150	  0.010
       0:46.160	  0.040
       0:46.170	  0.160
       0:46.180	  0.110
       0:46.190	  0.020
       0:46.200	 -0.005
       0:46.210	 -0.050
       0:46.220	 -0.100
       0:46.230	 -0.205
       0:46.240	 -0.205
       0:46.250	 -0.215
       0:46.260	 -0.195
       0:46.270	 -0.245
       0:46.280	 -0.090
       0:46.290	  0.470
       0:46.300	  1.330
       0:46.310	  1.515
       0:46.320	 -0.125
       0:46.330	 -0.810
       0:46.340	 -0.575
       0:46.350	 -0.325
       0:46.360	 -0.150
       0:46.370	 -0.170
       0:46.380	 -0.145
       0:46.390	 -0.150
       0:46.400	 -0.130
       0:46.410	 -0.135
       0:46.420	 -0.115
       0:46.430	 -0.105
       0:46.440	 -0.075
       0:46.450	 -0.055
       0:46.460	 -0.025
       0:46.470	 -0.015
       0:46.480	  0.020
       0:46.490	  0.040
       0:46.500	  0.075
       0:46.510	  0.105
       0:46.520	  0.155
       0:46.530	  0.180
       0:46.540	  0.215
       0:46.550	  0.235
       0:46.560	  0.250
       0:46.570	  0.250
       0:46.580	  0.255
       0:46.590	  0.220
       0:46.600	  0.205
       0:46.610	  0.160
       0:46.620	  0.110
       0:46.630	  0.075
       0:46.640	  0.020
       0:46.650	 -0.010
       0:46.660	 -0.020
       0:46.670	 -0.025
       0:46.680	 -0.025
       0:46.690	 -0.030
       0:46.700	 -0.030
       0:46.710	 -0.020
       0:46.720	 -0.025
       0:46.730	 -0.015
       0:46.740	 -0.005
       0:46.750	 -0.020
       0:46.760	 -0.030
       0:46.770	 -0.035
       0:46.780	 -0.020
       0:46.790	 -0.035
       0:46.800	 -0.040
       0:46.810	 -0.070
       0:46.820	 -0.065
       0:46.830	 -0.050
       0:46.840	 -0.060
       0:46.850	 -0.060
       0:46.860	 -0.060
       0:46.870	 -0.045
       0:46.880	 -0.075
       0:46.890	 -0.070
       0:46.900	 -0.070
       0:46.910	 -0.080
       0:46.920	 -0.085
       0:46.930	 -0.060
       0:46.940	 -0.090
       0:46.950	 -0.085
       0:46.960	 -0.090
       0:46.970	 -0.070
       0:46.980	 -0.100
       0:46.990	 -0.085
       0:47.000	 -0.075
       0:47.010	 -0.015
       0:47.020	  0.040
       0:47.030	  0.020
       0:47.040	  0.105
       0:47.050	  0.185
       0:47.060	  0.115
       0:47.070	  0.015
       0:47.080	 -0.040
       0:47.090	 -0.035
       0:47.100	 -0.160
       0:47.110	 -0.185
       0:47.120	 -0.190
       0:47.130	 -0.185
       0:47.140	 -0.195
       0:47.150	 -0.220
       0:47.160	  0.130
       0:47.170	  0.940
       0:47.180	  1.525
       0:47.190	  0.475
       0:47.200	 -0.465
       0:47.210	 -0.730
       0:47.220	 -0.530
       0:47.230	 -0.240
       0:47.240	 -0.160
       0:47.250	 -0.165
       0:47.260	 -0.140
       0:47.270	 -0.140
       0:47.280	 -0.140
       0:47.290	 -0.100
       0:47.300	 -0.110
       0:47.310	 -0.080
       0:47.320	 -0.065
       0:47.330	 -0.020
       0:47.340	 -0.020
       0:47.350	  0.005
       0:47.360	  0.030
       0:47.370	  0.060
       0:47.380	  0.080
       0:47.390	  0.125
       0:47.400	  0.160
       0:47.410	  0.205
       0:47.420	  0.220
       0:47.430	  0.225
       0:47.440	  0.230
       0:47.450	  0.260
       0:47.460	  0.250
       0:47.470	  0.245
       0:47.480	  0.200
       0:47.490	  0.165
       0:47.500	  0.115
       0:47.510	  0.085
       0:47.520	  0.045
       0:47.530	  0.010
       0:47.540	  0.015
       0:47.550	 -0.005
       0:47.560	  0.000
       0:47.570	 -0.015
       0:47.580	 -0.015
       0:47.590	  0.010
       0:47.600	 -0.015
       0:47.610	 -0.005
       0:47.620	  0.000
       0:47.630	 -0.025
       0:47.640	 -0.010
       0:47.650	 -0.040
       0:47.660	 -0.035
       0:47.670	 -0.045
       0:47.680	 -0.050
       0:47.690	 -0.050
       0:47.700	 -0.055
       0:47.710	 -0.075
       0:47.720	 -0.060
       0:47.730	 -0.070
       0:47.740	 -0.070
       0:47.750	 -0.080
       0:47.760	 -0.095
       0:47.770	 -0.080
       0:47.780	 -0.070
       0:47.790	 -0.085
       0:47.800	 -0.110
       0:47.810	 -0.085
       0:47.820	 -0.095
       0:47.830	 -0.100
       0:47.840	 -0.090
       0:47.850	 -0.095
       0:47.860	 -0.115
       0:47.870	 -0.100
       0:47.880	 -0.085
       0:47.890	 -0.050
       0:47.900	  0.020
       0:47.910	  0.030
       0:47.920	  0.065
       0:47.930	  0.190
       0:47.940	  0.130
       0:47.950	  0.055
       0:47.960	 -0.010
       0:47.970	 -0.020
       0:47.980	 -0.130
       0:47.990	 -0.185
       0:48.000	 -0.200
       0:48.010	 -0.190
       0:48.020	 -0.180
       0:48.030	 -0.230
       0:48.040	  0.055
       0:48.050	  0.750
       0:48.060	  1.375
       0:48.070	  0.880
       0:48.080	 -0.245
       0:48.090	 -0.765
       0:48.100	 -0.610
       0:48.110	 -0.335
       0:48.120	 -0.180
       0:48.130	 -0.155
       0:48.140	 -0.150
       0:48.150	 -0.145
       0:48.160	 -0.130
       0:48.170	 -0.110
       0:48.180	 -0.105
       0:48.190	 -0.085
       0:48.200	 -0.070
       0:48.210	 -0.050
       0:48.220	 -0.030
       0:48.230	  0.000
       0:48.240	  0.020
       0:48.250	  0.050
       0:48.260	  0.075
       0:48.270	  0.125
       0:48.280	  0.150
       0:48.290	  0.175
       0:48.300	  0.205
       0:48.310	  0.215
       0:48.320	  0.230
       0:48.330	  0.250
       0:48.340	  0.225
       0:48.350	  0.215
       0:48.360	  0.210
       0:48.370	  0.145
       0:48.380	  0.105
       0:48.390	  0.050
       0:48.400	  0.030
       0:48.410	  0.020
       0:48.420	  0.000
       0:48.430	 -0.010
       0:48.440	  0.000
       0:48.450	 -0.005
       0:48.460	 -0.020
       0:48.470	 -0.010
       0:48.480	 -0.005
       0:48.490	 -0.005
       0:48.500	 -0.020
       0:48.510	 -0.010
       0:48.520	  0.000
       0:48.530	 -0.020
       0:48.540	 -0.025
       0:48.550	 -0.040
       0:48.560	 -0.050
       0:48.570	 -0.045
       0:48.580	 -0.045
       0:48.590	 -0.055
       0:48.600	 -0.060
       0:48.610	 -0.065
       0:48.620	 -0.070
       0:48.630	 -0.065
       0:48.640	 -0.080
       0:48.650	 -0.065
       0:48.660	 -0.085
       0:48.670	 -0.080
       0:48.680	 -0.090
       0:48.690	 -0.075
       0:48.700	 -0.105
       0:48.710	 -0.090
       0:48.720	 -0.095
       0:48.730	 -0.095
       0:48.740	 -0.105
       0:48.750	 -0.085
       0:48.760	 -0.075
       0:48.770	 -0.005
       0:48.780	  0.030
       0:48.790	  0.025
       0:48.800	  0.120
       0:48.810	  0.155
       0:48.820	  0.100
       0:48.830	  0.025
       0:48.840	 -0.040
       0:48.850	 -0.050
       0:48.860	 -0.160
       0:48.870	 -0.185
       0:48.880	 -0.200
       0:48.890	 -0.170
       0:48.900	 -0.215
       0:48.910	 -0.230
       0:48.920	  0.160
       0:48.930	  1.050
       0:48.940	  1.665
       0:48.950	  0.345
       0:48.960	 -0.560
       0:48.970	 -0.680
       0:48.980	 -0.455
       0:48.990	 -0.190
       0:49.000	 -0.175
       0:49.010	 -0.140
       0:49.020	 -0.150
       0:49.030	 -0.120
       0:49.040	 -0.135
       0:49.050	 -0.105
       0:49.060	 -0.105
       0:49.070	 -0.070
       0:49.080	 -0.055
       0:49.090	 -0.020
       0:49.100	 -0.020
       0:49.110	  0.005
       0:49.120	  0.030
       0:49.130	  0.070
       0:49.140	  0.100
       0:49.150	  0.145
       0:49.160	  0.180
       0:49.170	  0.215
       0:49.180	  0.240
       0:49.190	  0.260
       0:49.200	  0.255
       0:49.210	  0.270
       0:49.220	  0.255
       0:49.230	  0.235
       0:49.240	  0.200
       0:49.250	  0.155
       0:49.260	  0.105
       0:49.270	  0.065
       0:49.280	  0.030
       0:49.290	  0.010
       0:49.300	 -0.005
       0:49.310	 -0.015
       0:49.320	 -0.020
       0:49.330	 -0.005
       0:49.340	 -0.010
       0:49.350	  0.000
       0:49.360	  0.000
       0:49.370	 -0.005
       0:49.380	 -0.005
       0:49.390	  0.000
       0:49.400	 -0.015
       0:49.410	 -0.025
       0:49.420	 -0.015
       0:49.430	 -0.025
       0:49.440	 -0.040
       0:49.450	 -0.040
       0:49.460	 -0.055
       0:49.470	 -0.060
       0:49.480	 -0.060
       0:49.490	 -0.065
       0:49.500	 -0.065
       0:49.510	 -0.075
       0:49.520	 -0.075
       0:49.530	 -0.080
       0:49.540	 -0.070
       0:49.550	 -0.065
       0:49.560	 -0.065
       0:49.570	 -0.060
       0:49.580	 -0.080
       0:49.590	 -0.080
       0:49.600	 -0.090
       0:49.610	 -0.080
       0:49.620	 -0.080
       0:49.630	 -0.070
       0:49.640	 -0.090
       0:49.650	 -0.080
       0:49.660	 -0.105
       0:49.670	 -0.085
       0:49.680	 -0.065
       0:49.690	 -0.015
       0:49.700	  0.035
       0:49.710	  0.050
       0:49.720	  0.115
       0:49.730	  0.185
       0:49.740	  0.105
       0:49.750	  0.030
       0:49.760	 -0.035
       0:49.770	 -0.025
       0:49.780	 -0.140
       0:49.790	 -0.190
       0:49.800	 -0.200
       0:49.810	 -0.165
       0:49.820	 -0.190
       0:49.830	 -0.220
       0:49.840	  0.140
       0:49.850	  0.990
       0:49.860	  1.600
       0:49.870	  0.440
       0:49.880	 -0.500
       0:49.890	 -0.680
       0:49.900	 -0.450
       0:49.910	 -0.190
       0:49.920	 -0.165
       0:49.930	 -0.145
       0:49.940	 -0.150
       0:49.950	 -0.120
       0:49.960	 -0.145
       0:49.970	 -0.100
       0:49.980	 -0.095
       0:49.990	 -0.090
       0:50.000	 -0.070
       0:50.010	 -0.040
       0:50.020	 -0.025
       0:50.030	  0.020
       0:50.040	  0.010
       0:50.050	  0.055
       0:50.060	  0.080
       0:50.070	  0.135
       0:50.080	  0.165
       0:50.090	  0.195
       0:50.100	  0.215
       0:50.110	  0.240
       0:50.120	  0.260
       0:50.130	  0.260
       0:50.140	  0.255
       0:50.150	  0.235
       0:50.160	  0.205
       0:50.170	  0.165
       0:50.180	  0.105
       0:50.190	  0.070
       0:50.200	  0.035
       0:50.210	  0.005
       0:50.220	 -0.015
       0:50.230	 -0.020
       0:50.240	  0.000
       0:50.250	 -0.020
       0:50.260	 -0.015
       0:50.270	 -0.020
       0:50.280	 -0.010
       0:50.290	  0.000
       0:50.300	 -0.035
       0:50.310	 -0.020
       0:50.320	 -0.010
       0:50.330	 -0.020
       0:50.340	 -0.040
       0:50.350	 -0.035
       0:50.360	 -0.040
       0:50.370	 -0.075
       0:50.380	 -0.055
       0:50.390	 -0.055
       0:50.400	 -0.075
       0:50.410	 -0.055
       0:50.420	 -0.070
       0:50.430	 -0.080
       0:50.440	 -0.080
       0:50.450	 -0.090
       0:50.460	 -0.095
       0:50.470	 -0.075
       0:50.480	 -0.085
       0:50.490	 -0.095
       0:50.500	 -0.085
       0:50.510	 -0.085
       0:50.520	 -0.085
       0:50.530	 -0.090
       0:50.540	 -0.085
       0:50.550	 -0.085
       0:50.560	 -0.090
       0:50.570	 -0.095
       0:50.580	 -0.070
       0:50.590	 -0.040
       0:50.600	  0.010
       0:50.610	  0.010
       0:50.620	  0.065
       0:50.630	  0.190
       0:50.640	  0.135
       0:50.650	  0.070
       0:50.660	 -0.010
       0:50.670	 -0.030
       0:50.680	 -0.120
       0:50.690	 -0.180
       0:50.700	 -0.200
       0:50.710	 -0.190
       0:50.720	 -0.185
       0:50.730	 -0.235
       0:50.740	  0.030
       0:50.750	  0.680
       0:50.760	  1.325
       0:50.770	  0.940
       0:50.780	 -0.215
       0:50.790	 -0.755
       0:50.800	 -0.610
       0:50.810	 -0.330
       0:50.820	 -0.165
       0:50.830	 -0.155
       0:50.840	 -0.160
       0:50.850	 -0.140
       0:50.860	 -0.125
       0:50.870	 -0.105
       0:50.880	 -0.105
       0:50.890	 -0.090
       0:50.900	 -0.070
       0:50.910	 -0.060
       0:50.920	 -0.030
       0:50.930	  0.005
       0:50.940	  0.035
       0:50.950	  0.060
       0:50.960	  0.075
       0:50.970	  0.120
       0:50.980	  0.150
       0:50.990	  0.195
       0:51.000	  0.210
       0:51.010	  0.230
       0:51.020	  0.245
       0:51.030	  0.250
       0:51.040	  0.245
       0:51.050	  0.245
       0:51.060	  0.200
       0:51.070	  0.150
       0:51.080	  0.110
       0:51.090	  0.070
       0:51.100	  0.030
       0:51.110	  0.005
       0:51.120	 -0.015
       0:51.130	 -0.025
       0:51.140	 -0.025
       0:51.150	 -0.010
       0:51.160	 -0.025
       0:51.170	 -0.025
       0:51.180	 -0.020
       0:51.190	 -0.020
       0:51.200	 -0.015
       0:51.210	 -0.025
       0:51.220	 -0.025
       0:51.230	 -0.050
       0:51.240	 -0.040
       0:51.250	 -0.050
       0:51.260	 -0.065
       0:51.270	 -0.055
       0:51.280	 -0.075
       0:51.290	 -0.070
       0:51.300	 -0.075
       0:51.310	 -0.085
       0:51.320	 -0.085
       0:51.330	 -0.085
       0:51.340	 -0.085
       0:51.350	 -0.080
       0:51.360	 -0.105
       0:51.370	 -0.085
       0:51.380	 -0.110
       0:51.390	 -0.090
       0:51.400	 -0.110
       0:51.410	 -0.105
       0:51.420	 -0.100
       0:51.430	 -0.090
       0:51.440	 -0.100
       0:51.450	 -0.090
       0:51.460	 -0.105
       0:51.470	 -0.090
       0:51.480	 -0.060
       0:51.490	  0.005
       0:51.500	  0.020
       0:51.510	  0.050
       0:51.520	  0.170
       0:51.530	  0.145
       0:51.540	  0.060
       0:51.550	  0.010
       0:51.560	 -0.045
       0:51.570	 -0.095
       0:51.580	 -0.200
       0:51.590	 -0.180
       0:51.600	 -0.215
       0:51.610	 -0.180
       0:51.620	 -0.235
       0:51.630	 -0.075
       0:51.640	  0.480
       0:51.650	  1.260
       0:51.660	  1.435
       0:51.670	 -0.050
       0:51.680	 -0.775
       0:51.690	 -0.650
       0:51.700	 -0.380
       0:51.710	 -0.165
       0:51.720	 -0.175
       0:51.730	 -0.135
       0:51.740	 -0.155
       0:51.750	 -0.135
       0:51.760	 -0.135
       0:51.770	 -0.115
       0:51.780	 -0.105
       0:51.790	 -0.075
       0:51.800	 -0.055
       0:51.810	 -0.030
       0:51.820	 -0.010
       0:51.830	  0.015
       0:51.840	  0.045
       0:51.850	  0.075
       0:51.860	  0.100
       0:51.870	  0.155
       0:51.880	  0.185
       0:51.890	  0.225
       0:51.900	  0.250
       0:51.910	  0.255
       0:51.920	  0.255
       0:51.930	  0.270
       0:51.940	  0.240
       0:51.950	  0.215
       0:51.960	  0.170
       0:51.970	  0.120
       0:51.980	  0.075
       0:51.990	  0.045
       0:52.000	  0.010
       0:52.010	 -0.005
       0:52.020	 -0.010
       0:52.030	 -0.010
       0:52.040	 -0.025
       0:52.050	 -0.020
       0:52.060	 -0.020
       0:52.070	 -0.015
       0:52.080	 -0.005
       0:52.090	 -0.015
       0:52.100	 -0.010
       0:52.110	 -0.025
       0:52.120	 -0.015
       0:52.130	 -0.015
       0:52.140	 -0.040
       0:52.150	 -0.055
       0:52.160	 -0.060
       0:52.170	 -0.055
       0:52.180	 -0.060
       0:52.190	 -0.075
       0:52.200	 -0.080
       0:52.210	 -0.080
       0:52.220	 -0.065
       0:52.230	 -0.065
       0:52.240	 -0.080
       0:52.250	 -0.075
       0:52.260	 -0.090
       0:52.270	 -0.085
       0:52.280	 -0.075
       0:52.290	 -0.070
       0:52.300	 -0.085
       0:52.310	 -0.075
       0:52.320	 -0.095
       0:52.330	 -0.095
       0:52.340	 -0.085
       0:52.350	 -0.085
       0:52.360	 -0.105
       0:52.370	 -0.090
       0:52.380	 -0.105
       0:52.390	 -0.095
       0:52.400	 -0.095
       0:52.410	 -0.020
       0:52.420	  0.025
       0:52.430	  0.010
       0:52.440	  0.065
       0:52.450	  0.160
       0:52.460	  0.110
       0:52.470	  0.025
       0:52.480	 -0.025
       0:52.490	 -0.030
       0:52.500	 -0.155
       0:52.510	 -0.190
       0:52.520	 -0.195
       0:52.530	 -0.200
       0:52.540	 -0.195
       0:52.550	 -0.250
       0:52.560	  0.070
       0:52.570	  0.880
       0:52.580	  1.500
       0:52.590	  0.700
       0:52.600	 -0.380
       0:52.610	 -0.750
       0:52.620	 -0.530
       0:52.630	 -0.270
       0:52.640	 -0.165
       0:52.650	 -0.155
       0:52.660	 -0.150
       0:52.670	 -0.135
       0:52.680	 -0.115
       0:52.690	 -0.110
       0:52.700	 -0.100
       0:52.710	 -0.085
       0:52.720	 -0.080
       0:52.730	 -0.050
       0:52.740	 -0.025
       0:52.750	  0.015
       0:52.760	  0.015
       0:52.770	  0.045
       0:52.780	  0.080
       0:52.790	  0.135
       0:52.800	  0.160
       0:52.810	  0.200
       0:52.820	  0.205
       0:52.830	  0.240
       0:52.840	  0.255
       0:52.850	  0.260
       0:52.860	  0.240
       0:52.870	  0.230
       0:52.880	  0.195
       0:52.890	  0.165
       0:52.900	  0.120
       0:52.910	  0.070
       0:52.920	  0.030
       0:52.930	  0.015
       0:52.940	  0.000
       0:52.950	 -0.010
       0:52.960	 -0.005
       0:52.970	 -0.025
       0:52.980	 -0.010
       0:52.990	 -0.005
       0:53.000	  0.010
       0:53.010	 -0.010
       0:53.020	 -0.015
       0:53.030	  0.005
       0:53.040	 -0.010
       0:53.050	 -0.025
       0:53.060	 -0.040
       0:53.070	 -0.030
       0:53.080	 -0.045
       0:53.090	 -0.055
       0:53.100	 -0.055
       0:53.110	 -0.060
       0:53.120	 -0.065
       0:53.130	 -0.050
       0:53.140	 -0.075
       0:53.150	 -0.080
       0:53.160	 -0.095
       0:53.170	 -0.080
       0:53.180	 -0.085
       0:53.190	 -0.075
       0:53.200	 -0.095
       0:53.210	 -0.080
       0:53.220	 -0.095
       0:53.230	 -0.105
       0:53.240	 -0.105
       0:53.250	 -0.095
       0:53.260	 -0.110
       0:53.270	 -0.090
       0:53.280	 -0.125
       0:53.290	 -0.085
       0:53.300	 -0.085
       0:53.310	 -0.025
       0:53.320	  0.025
       0:53.330	  0.030
       0:53.340	  0.115
       0:53.350	  0.165
       0:53.360	  0.085
       0:53.370	  0.020
       0:53.380	 -0.035
       0:53.390	 -0.055
       0:53.400	 -0.185
       0:53.410	 -0.170
       0:53.420	 -0.220
       0:53.430	 -0.190
       0:53.440	 -0.220
       0:53.450	 -0.150
       0:53.460	  0.280
       0:53.470	  1.135
       0:53.480	  1.645
       0:53.490	  0.150
       0:53.500	 -0.670
       0:53.510	 -0.730
       0:53.520	 -0.475
       0:53.530	 -0.205
       0:53.540	 -0.180
       0:53.550	 -0.150
       0:53.560	 -0.165
       0:53.570	 -0.130
       0:53.580	 -0.115
       0:53.590	 -0.090
       0:53.600	 -0.100
       0:53.610	 -0.060
       0:53.620	 -0.060
       0:53.630	 -0.015
       0:53.640	 -0.015
       0:53.650	  0.035
       0:53.660	  0.050
       0:53.670	  0.090
       0:53.680	  0.115
       0:53.690	  0.155
       0:53.700	  0.205
       0:53.710	  0.235
       0:53.720	  0.245
       0:53.730	  0.275
       0:53.740	  0.275
       0:53.750	  0.275
       0:53.760	  0.260
       0:53.770	  0.255
       0:53.780	  0.200
       0:53.790	  0.170
       0:53.800	  0.110
       0:53.810	  0.075
       0:53.820	  0.030
       0:53.830	  0.020
       0:53.840	  0.000
       0:53.850	 -0.005
       0:53.860	  0.000
       0:53.870	 -0.010
       0:53.880	  0.000
       0:53.890	  0.000
       0:53.900	 -0.005
       0:53.910	  0.000
       0:53.920	 -0.005
       0:53.930	  0.000
       0:53.940	 -0.020
       0:53.950	 -0.040
       0:53.960	 -0.025
       0:53.970	 -0.030
       0:53.980	 -0.055
       0:53.990	 -0.050
       0:54.000	 -0.050
       0:54.010	 -0.055
       0:54.020	 -0.060
       0:54.030	 -0.055
       0:54.040	 -0.085
       0:54.050	 -0.075
       0:54.060	 -0.080
       0:54.070	 -0.065
       0:54.080	 -0.090
       0:54.090	 -0.095
       0:54.100	 -0.095
       0:54.110	 -0.085
       0:54.120	 -0.100
       0:54.130	 -0.085
       0:54.140	 -0.100
       0:54.150	 -0.085
       0:54.160	 -0.115
       0:54.170	 -0.100
       0:54.180	 -0.115
       0:54.190	 -0.100
       0:54.200	 -0.085
       0:54.210	 -0.005
       0:54.220	  0.020
       0:54.230	  0.025
       0:54.240	  0.130
       0:54.250	  0.150
       0:54.260	  0.080
       0:54.270	  0.025
       0:54.280	 -0.040
       0:54.290	 -0.065
       0:54.300	 -0.190
       0:54.310	 -0.190
       0:54.320	 -0.215
       0:54.330	 -0.185
       0:54.340	 -0.235
       0:54.350	 -0.170
       0:54.360	  0.275
       0:54.370	  1.185
       0:54.380	  1.745
       0:54.390	  0.165
       0:54.400	 -0.700
       0:54.410	 -0.675
       0:54.420	 -0.445
       0:54.430	 -0.180
       0:54.440	 -0.170
       0:54.450	 -0.165
       0:54.460	 -0.170
       0:54.470	 -0.135
       0:54.480	 -0.140
       0:54.490	 -0.105
       0:54.500	 -0.095
       0:54.510	 -0.080
       0:54.520	 -0.080
       0:54.530	 -0.035
       0:54.540	 -0.025
       0:54.550	  0.025
       0:54.560	  0.025
       0:54.570	  0.065
       0:54.580	  0.115
       0:54.590	  0.155
       0:54.600	  0.170
       0:54.610	  0.235
       0:54.620	  0.245
       0:54.630	  0.270
       0:54.640	  0.270
       0:54.650	  0.280
       0:54.660	  0.275
       0:54.670	  0.245
       0:54.680	  0.200
       0:54.690	  0.160
       0:54.700	  0.105
       0:54.710	  0.065
       0:54.720	  0.045
       0:54.730	  0.000
       0:54.740	 -0.005
       0:54.750	 -0.015
       0:54.760	 -0.015
       0:54.770	  0.000
       0:54.780	 -0.015
       0:54.790	 -0.015
       0:54.800	 -0.015
       0:54.810	 -0.020
       0:54.820	 -0.015
       0:54.830	 -0.010
       0:54.840	 -0.015
       0:54.850	 -0.030
       0:54.860	 -0.025
       0:54.870	 -0.030
       0:54.880	 -0.045
       0:54.890	 -0.055
       0:54.900	 -0.055
       0:54.910	 -0.065
       0:54.920	 -0.070
       0:54.930	 -0.070
       0:54.940	 -0.075
       0:54.950	 -0.075
       0:54.960	 -0.065
       0:54.970	 -0.085
       0:54.980	 -0.070
       0:54.990	 -0.085
       0:55.000	 -0.080
       0:55.010	 -0.105
       0:55.020	 -0.100
       0:55.030	 -0.095
       0:55.040	 -0.075
       0:55.050	 -0.100
       0:55.060	 -0.095
       0:55.070	 -0.095
       0:55.080	 -0.085
       0:55.090	 -0.105
       0:55.100	 -0.095
       0:55.110	 -0.065
       0:55.120	 -0.015
       0:55.130	  0.020
       0:55.140	  0.025
       0:55.150	  0.135
       0:55.160	  0.145
       0:55.170	  0.085
       0:55.180	  0.025
       0:55.190	 -0.040
       0:55.200	 -0.060
       0:55.210	 -0.190
       0:55.220	 -0.190
       0:55.230	 -0.210
       0:55.240	 -0.165
       0:55.250	 -0.215
       0:55.260	 -0.165
       0:55.270	  0.265
       0:55.280	  1.170
       0:55.290	  1.730
